WORK,2,1769267039
SHORT_BREAK,1,1769267100
WORK,2,1769267222
LONG_BREAK,2,1769267344
WORK,2,1769267466
LONG_BREAK,2,1769267587
WORK,2,1769267708
LONG_BREAK,2,1769267829
WORK,2,1769267950
LONG_BREAK,2,1769268071
